weight(kg);height(m);age (years);gender;BMR;BMI
87,13965364;1,632133088;40;F;1581,003;32,71181871
86,76680944;1,63080188;39;F;1581,898;32,62505265
86,44973616;1,632727473;39;M;1801,525;32,42920269
87,07336048;1,632254993;39;F;1585,088;32,68205033
85,76847609;1,631412027;40;F;1567,717;32,22555269
87,06411376;1,633071415;38;F;1589,838;32,64591379
87,03199883;1,63092964;38;F;1589,165;32,71963925
86,62939581;1,633080527;39;M;1804,163;32,48254772
86,08311619;1,631820197;39;F;1575,507;32,32759314
86,1748539;1,631698335;40;M;1790,445;32,36687831
85,80381572;1,632288355;39;F;1572,906;32,20422387
86,28408977;1,633038558;40;F;1572,944;32,35473475
86,38565335;1,633039203;39;F;1578,619;32,3927934
86,84854731;1,63210934;41;F;1573,505;32,60348755
86,00787138;1,63121933;40;F;1569,983;32,32313537
86,08572681;1,631463976;40;F;1570,772;32,34269262
86,33231514;1,631585978;39;M;1799,346;32,43048611
85,91862115;1,631322859;39;F;1573,844;32,28549542
86,93062156;1,63189826;39;M;1807,699;32,64274153
87,14366164;1,632696376;39;F;1585,838;32,69075468
86,73253281;1,632170553;40;M;1798,321;32,55749275
86,09073803;1,632707737;39;M;1796,597;32,29531532
85,64011894;1,632975795;40;F;1566,751;32,1157277
87,18069133;1,63163481;38;F;1590,713;32,747216
86,10096566;1,631255608;40;F;1570,883;32,35668244
86,82446082;1,631733659;38;F;1587,31;32,60945576
85,86321606;1,631037895;39;F;1573,263;32,27595107
86,74173465;1,630843302;41;F;1572,264;32,6139675
85,77178586;1,633036344;41;F;1563,325;32,16271867
86,54893407;1,632870714;40;F;1575,458;32,46071812
86,79751519;1,632739507;39;M;1806,296;32,55918232
85,78095969;1,632632059;38;F;1577,445;32,18209113
85,83722602;1,633116797;38;M;1800,128;32,1840862
86,93139556;1,631863282;40;F;1578,958;32,64443155
86,99160259;1,631525413;40;F;1579,479;32,68057176
85,69014104;1,632160704;40;F;1567,093;32,16658995
86,72050902;1,632353256;40;F;1577,017;32,54569266
86,97743151;1,632903627;40;F;1579,577;32,62011374
86,33436242;1,631999398;40;F;1573,25;32,41482624
86,34524358;1,631562118;41;F;1568,58;32,43629136
86,24929769;1,632985999;40;F;1572,601;32,34377039
85,87310709;1,631447624;40;F;1568,728;32,26345744
85,93811879;1,631825429;39;F;1574,116;32,272934
87,00312724;1,632264824;38;F;1589,115;32,65529565
86,73787771;1,633095722;39;F;1582,01;32,52261883
85,87572254;1,631351971;39;F;1573,437;32,26822378
87,01457732;1,632082228;39;F;1584,494;32,66690153
86,14756333;1,631532104;39;F;1576,077;32,36322186
86,9397632;1,63238075;39;F;1583,826;32,62687833
86,46218997;1,630971925;39;F;1579,002;32,5037344
86,32947767;1,631789383;41;F;1568,467;32,42133598
86,36073964;1,630699221;39;M;1799,292;32,47645562
86,38987808;1,632988967;40;M;1794,036;32,3963707
87,14194009;1,631930016;39;M;1810,61;32,72081886
86,95871674;1,632788125;40;F;1579,378;32,61770915
86,64661902;1,63138113;41;M;1789,949;32,55672806
87,02790253;1,630716875;39;F;1584,39;32,72663749
85,82300081;1,632709504;39;F;1573,161;32,19480907
86,48394394;1,633030164;40;F;1574,861;32,43000929
86,11893477;1,631266868;41;F;1566,357;32,36298847
86,77934235;1,633180901;40;F;1577,722;32,53477214
85,80597774;1,631731631;39;M;1792,208;32,22701488
87,17474445;1,631336834;41;F;1576,505;32,75694552
87,12075428;1,631208477;38;F;1590,065;32,74181028
86,87794884;1,63177951;40;F;1578,431;32,62771108
86,2596948;1,633200946;40;F;1572,737;32,33915528
86,9891418;1,632230102;39;M;1808,666;32,65143557
86,93233395;1,632989973;39;F;1583,859;32,59975256
86,41165539;1,631216721;39;F;1578,559;32,47498776
87,07763315;1,632008191;41;M;1796,168;32,69354
86,40603358;1,631118274;40;F;1573,788;32,47679494
87,02832655;1,632516858;39;M;1809,347;32,65466881
86,95856286;1,633006989;39;F;1584,113;32,60890885
86,88538423;1,63302164;41;F;1574,013;32,58088269
86,26288329;1,6306996;38;M;1804,751;32,43964112
86,26887792;1,631299672;40;F;1572,502;32,41803237
86,84126733;1,632275329;40;M;1799,863;32,59412448
86,58417008;1,633012053;39;F;1580,52;32,46831256
86,08863989;1,633140803;40;M;1789,985;32,27740322
85,9598941;1,631588723;40;M;1787,445;32,2904786
86,66832466;1,63141782;38;M;1810,665;32,56341902
86,98355208;1,63183011;38;M;1815,19;32,66534536
86,69557402;1,633022662;41;F;1572,191;32,50966565
86,82853632;1,632297369;40;F;1578,045;32,5884661
86,38229306;1,631154091;39;F;1578,266;32,46644589
86,74511288;1,632824059;40;F;1577,333;32,53615547
85,99127544;1,632492018;39;F;1574,74;32,26652959
86,30511874;1,632565893;40;M;1792,663;32,38136232
86,08255458;1,631479148;40;F;1570,744;32,34089928
87,05263972;1,631885847;40;F;1580,126;32,68905706
85,6713158;1,631601216;41;M;1776,698;32,18158253
85,96784055;1,632737263;40;M;1788,128;32,24804628
85,91727331;1,632120214;39;F;1573,966;32,25345167
85,71013085;1,632302884;38;F;1576,709;32,168489
86,89963144;1,63258256;40;F;1578,775;32,6037556
86,49137684;1,631951382;40;M;1794,908;32,47568929
86,74022435;1,630706733;40;F;1576,926;32,61886252
86,6913843;1,631060033;41;M;1790,402;32,58637461
85,70726286;1,631402625;39;M;1790,691;32,2029244
85,73786462;1,632446426;39;F;1572,299;32,17323923
87,11044101;1,630905102;41;F;1575,814;32,75011502
86,03121079;1,631604328;40;M;1788,43;32,31665023
86,43692957;1,631230641;40;F;1574,104;32,48393183
87,08260351;1,633162975;38;F;1590,031;32,64918564
87,16114742;1,633185298;38;F;1590,789;32,67774019
85,84920931;1,632774015;40;F;1568,724;32,20209593
86,77130162;1,632715272;38;F;1586,966;32,55031549
86,07190692;1,633205111;40;F;1570,935;32,26858814
86,09519922;1,631375917;41;M;1782,392;32,3497435
86,21247166;1,63136939;39;F;1576,673;32,39406711
85,84422934;1,631848052;39;F;1573,219;32,23678117
86,03922351;1,631958794;39;F;1575,11;32,30562181
86,46949009;1,632273498;40;F;1574,594;32,45465818
87,17274644;1,631707005;40;M;1804,12;32,7413342
86,74070778;1,631299869;39;M;1804,798;32,59532826
86,92113811;1,630858018;39;F;1583,389;32,6808315
86,75651117;1,631774586;38;F;1586,664;32,58230081
86,66195378;1,633020325;40;F;1576,568;32,49715155
87,0364846;1,632851912;40;M;1802,826;32,64432878
85,84899826;1,631839327;39;F;1573,263;32,23891679
85,88553565;1,632680168;39;F;1573,757;32,2194256
85,9872043;1,632329319;38;F;1579,373;32,27143418
86,06459228;1,631447207;40;F;1570,566;32,33541701
86,47981027;1,630687842;38;F;1583,823;32,52168671
85,71079909;1,63177575;41;M;1777,326;32,18952695
86,27470201;1,631674962;41;F;1567,922;32,40530915
85,90188816;1,633193997;40;F;1569,301;32,20528599
85,78454351;1,632875793;39;M;1792,486;32,17382852
87,05562547;1,631233382;39;M;1809,079;32,71633447
85,87619427;1,63262674;39;F;1573,658;32,21802983
85,95576661;1,631501863;40;F;1569,531;32,29236629
86,4510658;1,632141437;41;F;1569,694;32,45299403
87,18694579;1,631423561;38;M;1817,773;32,75804717
86,80128853;1,631684138;40;F;1577,679;32,60273159
85,78262956;1,631209841;40;M;1784,827;32,23886097
85,93384445;1,631993002;39;M;1794,09;32,26470192
87,18458243;1,630935194;41;F;1576,531;32,77677974
86,162971;1,632226829;40;M;1790,546;32,34146149
86,81988889;1,632781366;39;F;1582,744;32,56590526
86,87268797;1,632793635;40;M;1800,553;32,58522034
86,51708801;1,632741737;40;F;1575,13;32,45390081
86,8200456;1,630729324;40;M;1798,799;32,64797492
86,3666345;1,633221995;41;M;1787,034;32,37841287
86,27841651;1,630764372;41;F;1567,803;32,4429051
86,44663347;1,63282338;38;F;1583,868;32,42422948
86,25750093;1,632900357;41;F;1567,965;32,35023975
87,18230598;1,632863394;41;M;1798,029;32,69856142
85,7146221;1,631437628;38;F;1576,605;32,20430754
87,15655053;1,632718135;40;F;1581,265;32,69471833
85,93174598;1,632999665;39;M;1794,565;32,22414807
86,8953548;1,631575691;41;F;1573,863;32,64240199
86,31318343;1,630728199;40;F;1572,83;32,45741829
86,44601939;1,633200208;38;F;1583,926;32,40903852
86,642637;1,633152893;39;M;1804,381;32,48463358
86,78189891;1,630932701;39;F;1582,065;32,62549186
86,8044496;1,633060909;39;M;1806,551;32,54896787
86,76260954;1,631921428;39;F;1582,048;32,57872739
85,88469359;1,630883708;41;F;1564,043;32,29012913
86,69130023;1,632665639;39;F;1581,49;32,52228202
85,84889009;1,632525637;40;F;1568,679;32,21177556
86,2716398;1,632281955;40;F;1572,696;32,38006334
86,64584405;1,631654716;39;F;1580,881;32,54552005
87,10847703;1,631811307;41;M;1796,492;32,71301289
86,58412238;1,631785183;38;F;1585,011;32,51713608
86,91170995;1,631223003;41;F;1573,96;32,66266528
85,68488258;1,631082767;39;M;1790,224;32,20714343
86,51051691;1,631201589;40;F;1574,805;32,51274482
86,55615201;1,63314291;40;F;1575,573;32,45260481
85,84202425;1,630995838;38;F;1577,753;32,26964923
86,28369186;1,632830626;41;F;1568,205;32,36282643
85,8765666;1,632203727;39;M;1793,411;32,23487142
85,93480903;1,631014444;39;F;1573,947;32,30379177
87,16664775;1,63244642;39;F;1586,016;32,70939208
86,05080028;1,630951883;40;M;1788,372;32,34987574
86,62823885;1,631464495;39;M;1803,339;32,54649546
85,65166757;1,633026484;38;F;1576,271;32,11806455
87,07732009;1,631846127;41;M;1796,082;32,69991656
86,90827641;1,632229408;39;F;1583,498;32,62111043
86,56569089;1,630999375;39;F;1580,001;32,54154815
86,86395007;1,631741374;40;F;1578,29;32,62397862
86,33533582;1,63305027;40;F;1573,438;32,37348658
86,21389253;1,632824165;39;M;1798,342;32,33690238
85,96137382;1,631540161;40;F;1569,591;32,2929567
87,02479874;1,63230041;41;M;1795,59;32,66200553
86,39566931;1,632822699;41;F;1569,278;32,40514099
86,17626982;1,632425982;39;F;1576,505;32,3385613
86,17862457;1,631923324;39;F;1576,442;32,3593701
86,7086582;1,631004682;39;F;1581,374;32,59507992
86,08311575;1,631606517;39;F;1575,471;32,336061
86,16756606;1,632673132;39;F;1576,463;32,32550616
87,1837368;1,631746035;38;F;1590,761;32,74389562
86,73907932;1,632020417;38;F;1586,539;32,56594107
86,95095965;1,630894262;39;F;1583,681;32,69059083
86,06151514;1,6310803;39;F;1575,174;32,34880954
86,84324924;1,63265233;40;F;1578,246;32,57981689
86,75248523;1,632775161;39;F;1582,096;32,54086964
86,03444525;1,631062626;39;F;1574,911;32,33933536
87,02493734;1,632594442;40;F;1579,98;32,65029369
86,52457079;1,631837641;39;F;1579,748;32,49268202
86,68490763;1,630764444;38;M;1810,565;32,59575337
87,09604311;1,631469418;40;F;1580,472;32,7220535
86,98218259;1,63268839;41;F;1574,886;32,63049723
86,37390082;1,632471836;40;F;1573,71;32,41090356
85,81096089;1,631934894;40;F;1568,214;32,22085852
86,64541831;1,632421328;38;F;1585,708;32,51479963
86,97444832;1,632902934;39;F;1584,248;32,61902262
86,58540752;1,631621934;40;M;1796,031;32,52412605
86,70294636;1,6307311;41;M;1790,396;32,60386967
85,76355165;1,631991028;38;F;1577,169;32,20084173
86,56636818;1,631983954;39;F;1580,174;32,50254953
86,35535566;1,63319215;40;M;1793,664;32,37536769
86,47354479;1,632344255;38;M;1808,46;32,45336634
86,44597581;1,631540443;39;F;1578,943;32,47499506
86,32370463;1,632075881;41;F;1568,46;32,40778706
86,21680643;1,631271513;39;F;1576,697;32,39958353
86,52329176;1,630913342;38;M;1808,426;32,52904121
86,03712744;1,631625753;40;F;1570,333;32,31802401
86,6683907;1,632893902;40;F;1576,609;32,5045979
86,80186247;1,633040043;39;M;1806,506;32,54882955
85,8879342;1,631572423;38;F;1578,291;32,26409178
85,63136759;1,631516918;39;F;1571,119;32,16990046
85,76851476;1,631279192;39;F;1572,395;32,23081567
86,68139531;1,632536363;41;F;1571,973;32,52371648
87,01029269;1,632241915;38;F;1589,18;32,65890183
86,12957093;1,63162508;39;M;1796,588;32,35277512
87,13519717;1,631920758;38;F;1590,324;32,71865822
86,20737411;1,632059193;39;M;1797,871;32,3647759
86,85221516;1,632716892;41;F;1573,643;32,58060372
86,59056596;1,6308158;40;F;1575,508;32,55822779
86,4369217;1,63302473;40;F;1574,409;32,41259248
86,57600689;1,630714524;41;M;1788,649;32,55679707
85,71599819;1,632206241;38;F;1576,749;32,17450092
85,8477483;1,631872642;38;M;1799,65;32,2371311
86,19617528;1,632079933;39;F;1576,637;32,35974908
86,47436552;1,630927708;39;M;1800,963;32,5100743
86,4879861;1,632396024;38;M;1808,683;32,4567274
85,69507934;1,631547091;38;M;1797,396;32,19264486
87,1929015;1,6327165;41;M;1798,101;32,70842006
85,73162953;1,631351244;38;F;1576,753;32,21410882
86,04024269;1,631992604;39;F;1575,125;32,30466591
85,75368053;1,631331228;41;M;1777,691;32,22318534
86,89492306;1,632301421;40;F;1578,683;32,61322042
85,8241051;1,633220903;39;M;1793,201;32,17506437
86,67870417;1,631593749;40;F;1576,486;32,56029601
85,65191916;1,632761851;39;F;1571,528;32,12857098
85,91768787;1,63300585;40;F;1569,421;32,21863227
86,61957578;1,633171771;39;F;1580,887;32,47523657
87,17199091;1,631168546;39;F;1585,85;32,76267006
86,77392154;1,630734835;41;M;1791,37;32,63040976
86,11605844;1,631430809;40;F;1571,057;32,35540382
86,30092924;1,630811264;39;M;1798,528;32,4495043
85,98089479;1,631970025;41;F;1565,151;32,28327644
87,07492069;1,633183228;41;F;1575,86;32,64549551
86,57921599;1,631059746;38;F;1584,841;32,54422319
86,25257895;1,630937841;38;M;1804,729;32,42629061
85,96515528;1,631116385;38;F;1578,955;32,31116012
86,45801593;1,631798488;39;F;1579,103;32,46924663
86,25771964;1,631310062;39;F;1577,097;32,41342642
86,0365037;1,632364223;41;M;1782,082;32,28855562
86,51727882;1,632257759;38;F;1584,45;32,473221
85,73646736;1,632619588;41;M;1778,099;32,16589054
85,81433675;1,631254673;40;F;1568,131;32,24900449
86,34752326;1,631434569;41;F;1568,58;32,44221992
85,92144782;1,632353343;39;F;1574,046;32,24580626
86,68551042;1,631149305;41;M;1790,366;32,58060016
86,81516559;1,632180707;39;F;1582,596;32,58810584
86,49866078;1,631640019;40;M;1794,852;32,49082105
87,14758544;1,633130942;38;M;1818,087;32,67483058
86,05394875;1,632716848;39;F;1575,38;32,28115426
86,03147352;1,63298619;41;M;1782,324;32,26207806
85,94919389;1,632210626;40;M;1787,609;32,26186029
87,06980016;1,632551223;38;M;1816,732;32,66885509
87,1013911;1,63180743;40;F;1580,581;32,71050723
86,67327189;1,632219551;41;F;1571,841;32,53329416
86,82862189;1,632986986;40;F;1578,163;32,5609795
86,09341804;1,63276173;39;F;1575,766;32,29418473
87,16503829;1,632150163;39;F;1585,95;32,72066335
86,89447283;1,630753283;39;F;1583,115;32,67500253
86,3432994;1,633156043;40;F;1573,532;32,37227909
85,80309176;1,630712492;40;F;1567,931;32,26622375
86,72759668;1,633133827;40;F;1577,218;32,5172465
87,00885038;1,631839252;41;M;1795,141;32,67447964
87,05411157;1,632016265;39;F;1584,862;32,68438535
85,63155493;1,632909957;39;F;1571,358;32,11510569
86,59838898;1,631694081;39;F;1580,433;32,52612574
86,60349972;1,630942298;39;F;1580,354;32,55803985
86,37420419;1,63292537;41;M;1786,989;32,39301605
86,64361586;1,632166759;40;F;1576,247;32,52426649
86,71232249;1,633007478;39;M;1805,263;32,5165508
86,20144268;1,631305388;41;F;1567,156;32,39246462
85,80634151;1,633080803;40;F;1568,365;32,17392447
86,02093714;1,631413368;40;F;1570,141;32,32035604
86,35708259;1,632334179;40;M;1793,259;32,4100584
86,36942144;1,632725692;39;F;1578,41;32,39914555
85,75742943;1,632417846;38;F;1577,182;32,18170776
87,02106282;1,632758392;40;F;1579,971;32,64228362
86,31583262;1,630823283;38;M;1805,539;32,45462965
86,34253662;1,632946486;39;F;1578,189;32,38030227
86,42930909;1,631643035;39;M;1800,703;32,46465101
86,68206701;1,631974434;38;M;1811,132;32,54636996
86,06129118;1,631175003;39;F;1575,188;32,34496925
86,95820878;1,633132194;41;F;1574,731;32,60377631
86,64157017;1,63174491;40;F;1576,156;32,5403171
86,39795767;1,630766467;40;M;1793,035;32,4877722
86,66086351;1,633018592;40;F;1576,557;32,49681167
86,57685349;1,631591356;40;F;1575,508;32,52213186
86,33583383;1,63265405;39;F;1578,075;32,38938843
86,39291539;1,632227427;39;F;1578,551;32,42774787
87,03067729;1,632855632;39;M;1809,548;32,64200194
86,28726793;1,631501057;40;F;1572,713;32,41693867
86,6012734;1,630809766;38;F;1585,01;32,56249479
87,15927614;1,632334163;40;M;1804,249;32,71112456
86,04887367;1,632927777;41;F;1565,967;32,27091181
85,95085639;1,632731669;40;M;1787,893;32,24189618
86,8397904;1,633021302;40;F;1578,276;32,5637991
87,05913824;1,633115873;40;F;1580,397;32,64227087
86,34862656;1,631938839;41;F;1568,676;32,42258796
86,52821887;1,630770419;39;M;1801,622;32,53659596
87,14011756;1,632592656;38;M;1817,716;32,6935789
87,03701274;1,631077165;39;F;1584,538;32,7156054
86,22266682;1,631861018;40;F;1572,154;32,37837995
86,23204937;1,6307077;40;M;1790,733;32,42772368
85,83164108;1,63199091;38;M;1799,489;32,22641128
86,43799158;1,63094746;40;M;1793,674;32,49561238
85,74760938;1,63280641;41;M;1778,345;32,16270947
86,67177975;1,631206883;39;F;1581,054;32,57313987
87,12209118;1,632584435;39;F;1585,611;32,68714489
86,06493775;1,632452467;40;M;1789,316;32,29573476
86,01629464;1,63298254;39;F;1575,063;32,25653011
86,46753977;1,632064557;40;F;1574,539;32,46223634
87,15642302;1,631976541;40;F;1581,138;32,72439114
86,58174812;1,632351162;41;F;1570,984;32,49369985
86,97045458;1,631021799;40;F;1579,19;32,69280687
85,77752403;1,63160527;39;M;1791,755;32,22131847
86,08782188;1,632529231;39;F;1575,673;32,30128407
85,99043417;1,631193452;40;M;1787,666;32,31760758
86,51404033;1,633142655;40;F;1575,169;32,43682597
86,50451069;1,631017212;38;M;1808,22;32,51783818
86,00487252;1,631261854;39;F;1574,661;32,32032322
86,85567711;1,630920414;38;F;1587,471;32,65372063
86,70213625;1,633187898;39;F;1581,682;32,50554798
86,83943885;1,631481722;39;M;1806,241;32,62515496
87,078464;1,632254762;38;F;1589,837;32,68397513
86,8142493;1,63162902;40;F;1577,794;32,60980276
86,63009722;1,633102583;38;M;1810,984;32,48193332
85,95492454;1,631798508;39;F;1574,273;32,28031024
86,99870397;1,632459726;41;F;1575,006;32,64583877
86,59479782;1,632563558;39;F;1580,546;32,49014177
87,16334597;1,631039538;40;F;1581,045;32,7646034
86,83988155;1,632253511;39;M;1806,633;32,5944757
85,68463414;1,631387784;40;F;1566,908;32,19500783
86,14884679;1,631769849;38;M;1803,724;32,35427404
85,86107824;1,631428274;39;F;1573,309;32,2597033
86,03872804;1,631608421;41;M;1781,735;32,31931185
86,46953738;1,631357855;41;F;1569,738;32,49111823
86,75084469;1,631293568;39;M;1804,933;32,59938934
87,16335227;1,633022317;39;F;1586,082;32,68509
86,76984286;1,632664129;41;M;1792,279;32,55180752
86,79751494;1,63221951;41;F;1573,033;32,57993112
86,96413245;1,631927158;38;M;1814,972;32,65416848
86,36526032;1,631829724;40;F;1573,518;32,43317066
87,14919602;1,631119128;39;M;1810,304;32,75608758
86,50283795;1,632221067;41;M;1788,399;32,46926053
86,1750274;1,632706609;38;M;1804,551;32,32697955
86,59978006;1,630776186;39;F;1580,29;32,56327426
85,85620643;1,631324923;38;M;1799,492;32,26196033
85,65704282;1,63246814;39;M;1790,536;32,14205566
86,34468608;1,630906709;39;M;1799,176;32,4621572
86,42652797;1,63270411;38;M;1807,995;32,42142463
87,13023315;1,631807012;40;M;1803,588;32,72135547
87,18189059;1,632522781;39;M;1811,453;32,71205158
86,6028347;1,632257895;41;M;1789,788;32,50532795
86,2917639;1,63153877;40;F;1572,763;32,41712906
85,79239349;1,63154561;40;M;1785,129;32,22926091
85,69271581;1,632296792;41;F;1562,441;32,16219293
86,23323695;1,632472606;40;F;1572,359;32,35809041
87,09188182;1,630910608;40;F;1580,337;32,74291642
86,51075801;1,632396123;39;M;1802,195;32,46526919
86,01307377;1,631264723;38;F;1579,441;32,32329152
85,63425359;1,632761765;40;F;1566,658;32,12194787
86,54441477;1,631056873;40;F;1575,106;32,53125638
86,27040553;1,632095633;40;M;1791,952;32,38699349
86,63204335;1,633129578;41;M;1790,624;32,48158916
87,12449072;1,63097732;38;M;1816,694;32,7524965
87,03700542;1,630861118;38;M;1815,438;32,7242712
86,52451919;1,63300836;40;F;1575,247;32,44609075
86,65230492;1,631733209;38;F;1585,657;32,54481554
86,22082409;1,632242846;40;F;1572,201;32,3625416
85,80028463;1,632775765;41;F;1563,555;32,18367525
86,11154341;1,632104447;41;F;1566,429;32,32700551
85,70292253;1,632222308;40;F;1567,226;32,16895949
87,000202;1,631985505;40;F;1579,639;32,6653764
87,07025726;1,632918862;41;M;1796,522;32,65431788
85,6063227;1,631675586;39;F;1570,906;32,1542372
87,02620174;1,632019787;40;M;1802,269;32,67376561
86,92130816;1,632891686;41;F;1574,336;32,59954198
86,79904258;1,6325897;40;F;1577,811;32,56573095
86,94163563;1,63115474;41;F;1574,236;32,67664662
85,93366067;1,632982904;39;F;1574,27;32,2255276
85,74244228;1,632133179;41;M;1777,938;32,18730852
85,88670203;1,631505827;39;F;1573,568;32,26626289
85,62069648;1,63319242;41;F;1561,901;32,09992701
86,79790203;1,632122297;40;F;1577,721;32,58395763
85,60346169;1,63210961;40;F;1566,252;32,13606397
86,93431552;1,631849078;38;F;1588,384;32,64609634
86,54505337;1,632075378;41;M;1788,905;32,49090618
86,7501213;1,631399789;38;M;1811,777;32,59487253
86,79033197;1,632234743;40;F;1577,667;32,57662689
85,87996993;1,632950827;39;M;1793,831;32,20665859
86,38119872;1,632802161;38;F;1583,236;32,40052846
86,25102184;1,63156857;39;F;1577,076;32,40063991
85,60679241;1,631566766;40;F;1566,192;32,15870295
86,16729349;1,632158266;39;F;1576,373;32,34580128
87,05612365;1,631076803;39;M;1809,007;32,72280339
86,22703029;1,632716908;39;M;1798,469;32,34607942
86,79877104;1,632786031;38;M;1813,136;32,55779794
85,91569993;1,632753685;41;F;1564,659;32,22783914
86,65435449;1,633159758;39;M;1804,545;32,48875364
87,12995067;1,632555248;39;F;1585,682;32,69126256
85,90421681;1,632591299;39;F;1573,921;32,22994226
86,73805042;1,633010014;41;F;1572,597;32,52609757
85,98783934;1,631073124;38;F;1579,166;32,32140066
85,74509328;1,631082047;41;M;1777,449;32,22980381
85,91033676;1,630781528;39;M;1793,162;32,30381797
86,66939544;1,632217544;41;F;1571,803;32,53191913
86,43284497;1,631623976;40;F;1574,131;32,46673763
87,1804446;1,632660329;39;F;1586,185;32,7059975
86,6466109;1,63190034;41;M;1790,209;32,53601163
86,23572134;1,632959542;40;F;1572,466;32,33972711
86,62760636;1,631471946;39;F;1580,675;32,54596057
87,04709892;1,632838446;40;F;1580,235;32,64884834
87,16888299;1,632835204;38;F;1590,803;32,69465584
86,97823874;1,633101994;39;F;1584,318;32,6124924
86,61089412;1,630770964;40;F;1575,696;32,56766195
86,7485482;1,632260367;40;F;1577,27;32,55992112
86,6535007;1,631528868;41;M;1790,117;32,55341746
86,00768883;1,631418102;39;F;1574,715;32,31519076
86,01427854;1,632452321;40;M;1788,622;32,27673075
85,81059248;1,63261152;38;F;1577,726;32,19401836
85,86544462;1,633125268;39;F;1573,64;32,19433259
86,12581333;1,632438944;41;M;1783,343;32,31911371
87,03436575;1,632714136;41;M;1795,928;32,64904353
87,03284324;1,63276154;38;F;1589,485;32,64657668
87,02807145;1,632021065;41;M;1795,495;32,6744164
86,00029154;1,632923454;38;F;1579,6;32,25286283
87,1129075;1,631412023;39;F;1585,324;32,73069235
86,45764724;1,632605796;40;F;1574,536;32,43700478
85,69174925;1,632613641;40;F;1567,185;32,14934776
86,82104153;1,631818134;40;F;1577,891;32,60479555
86,79215425;1,631348381;40;M;1798,727;32,61272104
86,91676956;1,6330614;39;M;1808,09;32,59106474
85,87862981;1,631444661;38;F;1578,18;32,26564958
85,7539505;1,631185638;40;F;1567,539;32,22903915
85,73697134;1,631560081;40;F;1567,44;32,20786935
85,60119393;1,632447698;38;F;1575,688;32,12190329
86,85641144;1,630985559;40;M;1799,426;32,65138822
86,02338229;1,631744124;39;F;1574,921;32,30817296
87,17359917;1,631453839;40;M;1804,005;32,75181687
85,89413049;1,63296013;40;F;1569,187;32,21160208
86,01748562;1,631951526;40;F;1570,2;32,29774743
86,41626648;1,631054145;40;M;1793,43;32,48319527
85,78129823;1,632519571;39;F;1572,729;32,18665327
86,31960332;1,633126156;39;M;1799,942;32,36457936
85,8148235;1,632937904;39;F;1573,122;32,1827368
86,60513145;1,632544762;39;F;1580,642;32,49476716
87,13442236;1,633145034;40;M;1804,314;32,66933145
85,78262523;1,632446888;38;F;1577,429;32,19001746
87,17750335;1,632720406;39;F;1586,167;32,7024873
86,68766682;1,631941315;38;F;1586,032;32,54979363
86,90794024;1,631712037;40;M;1800,495;32,64167394
86,60012098;1,632337893;39;F;1580,559;32,5011235
90,56200955;1,630967405;43;F;1599,56;34,04516846
89,95557601;1,631154902;44;M;1814,769;33,80941665
93,83226541;1,632206498;42;F;1635,865;35,22102548
91,10587587;1,631881518;43;M;1837,691;34,21126556
90,24023423;1,631994273;43;F;1596,645;33,88152526
92,8154127;1,632489633;45;F;1612,051;34,82725422
91,94087975;1,632192019;44;F;1608,305;34,5116843
89,37276548;1,632188416;44;F;1583,651;33,54784394
94,3714882;1,631282313;44;M;1875,331;35,46357787
90,51372982;1,633214696;42;M;1837,045;33,93344112
91,80876874;1,63188558;43;F;1611,685;34,47503801
93,77518396;1,630716642;45;F;1620,964;35,26394686
90,85321694;1,631664772;43;M;1834,121;34,12545377
93,31050047;1,632706536;43;F;1626,241;35,00372445
90,80782599;1,632599354;42;M;1840,767;34,0693649
89,98929142;1,631140741;43;F;1594,091;33,82267573
93,97578799;1,632019472;43;F;1632,511;35,28298366
92,15305667;1,632030053;45;F;1605,614;34,59819495
93,42494285;1,631445251;45;F;1617,725;35,1008661
88,88413503;1,632982411;43;M;1807,804;33,33198954
88,89685178;1,631589372;43;M;1807,282;33,39370803
92,80270287;1,631239083;45;F;1611,717;34,87589719
88,92672953;1,632799653;44;F;1579,473;33,35542833
92,24839113;1,631588665;43;M;1853,197;34,65272894
92,59839563;1,631274059;43;F;1619,161;34,79762488
90,11678198;1,632187664;42;M;1831,094;33,82715648
90,05227313;1,631940769;44;F;1590,132;33,81317059
93,72776744;1,630887058;45;M;1859,514;35,23875041
89,45703945;1,632255583;43;M;1815,289;33,57671432
90,73001783;1,633003615;42;M;1839,903;34,02332111
92,20903411;1,632752845;43;M;1853,24;34,5885674
92,13078907;1,630951733;44;M;1844,468;34,63558871
91,70054427;1,631831555;44;M;1839,013;34,43667877
89,84725507;1,631705843;43;M;1820,36;33,74590474
94,29253412;1,632602989;43;F;1635,651;35,37660343
91,62329921;1,632655358;44;M;1838,367;34,37295665
91,10934446;1,630758667;43;F;1604,779;34,25969807
92,88828064;1,630929374;44;M;1854,834;34,92131706
93,58627473;1,633050339;45;F;1619,547;35,09239557
91,78281499;1,631685901;45;F;1602,002;34,47372807
93,99765948;1,63282853;45;F;1623,458;35,25623075
93,23815996;1,631157049;44;M;1859,741;35,04306948
89,40962049;1,630954856;43;F;1588,495;33,61246564
90,58930576;1,63082795;44;F;1595,098;34,06125452
90,34362252;1,631147115;45;F;1588,094;33,95558649
92,79103231;1,632373136;42;F;1625,897;34,82307582
90,07627971;1,63213703;43;F;1595,096;33,81405111
